"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "XML", "Markdown", "JSON", "TypeScript JSX", "YAML", "CSS", "comment", "blank", "total"
"c:\aspirants-nextjs-auth\components\shared\icons\loading-dots.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"c:\aspirants-nextjs-auth\components\shared\icons\loading-spinner.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 1, 80
"c:\aspirants-nextjs-auth\components\shared\icons\loading-spinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 2, 21
"c:\aspirants-nextjs-auth\components\shared\icons\twitter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\aspirants-nextjs-auth\components\shared\modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 1, 4, 65
"c:\aspirants-nextjs-auth\components\shared\mode-toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 23
"c:\aspirants-nextjs-auth\components\shared\notes.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 50, 167
"c:\aspirants-nextjs-auth\components\shared\placeholders-and-vanish-input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 21, 277
"c:\aspirants-nextjs-auth\components\shared\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 5, 61
"c:\aspirants-nextjs-auth\components\shared\sampleQuestions.json", "JSON", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"c:\aspirants-nextjs-auth\components\shared\settings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 214, 0, 0, 0, 4, 218
"c:\aspirants-nextjs-auth\components\shared\study-planner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 331, 0, 0, 0, 17, 348
"c:\aspirants-nextjs-auth\components\shared\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 1, 5, 80
"c:\aspirants-nextjs-auth\components\ui\3d-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 142, 0, 0, 1, 13, 156
"c:\aspirants-nextjs-auth\components\ui\SettingsPopover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 6, 214
"c:\aspirants-nextjs-auth\components\ui\accordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 8, 58
"c:\aspirants-nextjs-auth\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 15, 142
"c:\aspirants-nextjs-auth\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 6, 59
"c:\aspirants-nextjs-auth\components\ui\aspect-ratio.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 8
"c:\aspirants-nextjs-auth\components\ui\aurora-background.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 0, 1, 4, 55
"c:\aspirants-nextjs-auth\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 7, 51
"c:\aspirants-nextjs-auth\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 6, 37
"c:\aspirants-nextjs-auth\components\ui\bento-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 3, 55
"c:\aspirants-nextjs-auth\components\ui\bento-grid2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 3, 55
"c:\aspirants-nextjs-auth\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 11, 116
"c:\aspirants-nextjs-auth\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 6, 58
"c:\aspirants-nextjs-auth\components\ui\calendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 6, 73
"c:\aspirants-nextjs-auth\components\ui\card-hover-effect.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 4, 112
"c:\aspirants-nextjs-auth\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 9, 77
"c:\aspirants-nextjs-auth\components\ui\carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 232, 0, 0, 0, 31, 263
"c:\aspirants-nextjs-auth\components\ui\chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 332, 0, 0, 2, 37, 371
"c:\aspirants-nextjs-auth\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 4, 28
"c:\aspirants-nextjs-auth\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 12
"c:\aspirants-nextjs-auth\components\ui\combobox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 6, 92
"c:\aspirants-nextjs-auth\components\ui\command.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 19, 156
"c:\aspirants-nextjs-auth\components\ui\container-scroll-animation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 10, 99
"c:\aspirants-nextjs-auth\components\ui\context-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 19, 205
"c:\aspirants-nextjs-auth\components\ui\date-picker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 5, 44
"c:\aspirants-nextjs-auth\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 14, 123
"c:\aspirants-nextjs-auth\components\ui\drawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 14, 119
"c:\aspirants-nextjs-auth\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 19, 206
"c:\aspirants-nextjs-auth\components\ui\file-upload.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 12, 194
"c:\aspirants-nextjs-auth\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 26, 179
"c:\aspirants-nextjs-auth\components\ui\hover-border-gradient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 8, 100
"c:\aspirants-nextjs-auth\components\ui\hover-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 7, 30
"c:\aspirants-nextjs-auth\components\ui\infinite-moving-cards.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 6, 122
"c:\aspirants-nextjs-auth\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 9, 72
"c:\aspirants-nextjs-auth\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 5, 26
"c:\aspirants-nextjs-auth\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 27
"c:\aspirants-nextjs-auth\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 20, 241
"c:\aspirants-nextjs-auth\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 12, 129
"c:\aspirants-nextjs-auth\components\ui\newcard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 342, 0, 0, 1, 14, 357
"c:\aspirants-nextjs-auth\components\ui\page-header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 5, 66
"c:\aspirants-nextjs-auth\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 11, 122
"c:\aspirants-nextjs-auth\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 8, 34
"c:\aspirants-nextjs-auth\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 29
"c:\aspirants-nextjs-auth\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 6, 45
"c:\aspirants-nextjs-auth\components\ui\react-navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 12, 129
"c:\aspirants-nextjs-auth\components\ui\resizable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 7, 46
"c:\aspirants-nextjs-auth\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 6, 49
"c:\aspirants-nextjs-auth\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 14, 165
"c:\aspirants-nextjs-auth\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 5, 32
"c:\aspirants-nextjs-auth\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 16, 141
"c:\aspirants-nextjs-auth\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 16
"c:\aspirants-nextjs-auth\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 29
"c:\aspirants-nextjs-auth\components\ui\sonner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 6, 32
"c:\aspirants-nextjs-auth\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 5, 30
"c:\aspirants-nextjs-auth\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 11, 121
"c:\aspirants-nextjs-auth\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 8, 56
"c:\aspirants-nextjs-auth\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 25
"c:\aspirants-nextjs-auth\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 14, 130
"c:\aspirants-nextjs-auth\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 4, 36
"c:\aspirants-nextjs-auth\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 10, 62
"c:\aspirants-nextjs-auth\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 7, 46
"c:\aspirants-nextjs-auth\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 8, 31
"c:\aspirants-nextjs-auth\components\ui\use-toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 160, 0, 0, 3, 32, 195
"c:\aspirants-nextjs-auth\lib\blog.ts", "TypeScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 10, 78
"c:\aspirants-nextjs-auth\lib\config.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 249, 0, 0, 0, 4, 253
"c:\aspirants-nextjs-auth\lib\constants.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\aspirants-nextjs-auth\lib\global.d.ts", "TypeScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 2, 15, 116
"c:\aspirants-nextjs-auth\lib\hooks\use-intersection-observer.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 13, 44
"c:\aspirants-nextjs-auth\lib\hooks\use-local-storage.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 3, 5, 27
"c:\aspirants-nextjs-auth\lib\hooks\use-media-query.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 3, 7, 47
"c:\aspirants-nextjs-auth\lib\hooks\use-scroll.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\aspirants-nextjs-auth\lib\hooks\use-window-size.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 5, 7, 39
"c:\aspirants-nextjs-auth\lib\hooks\useQuestionFilter.ts", "TypeScript", 0, 0, 99, 0, 0, 0, 0, 0, 0, 2, 14, 115
"c:\aspirants-nextjs-auth\lib\mouse-position.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 7, 20
"c:\aspirants-nextjs-auth\lib\next-auth.d.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\aspirants-nextjs-auth\lib\prisma.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 5, 11
"c:\aspirants-nextjs-auth\lib\tailwindcss-utilities.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\aspirants-nextjs-auth\lib\utils.ts", "TypeScript", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 12, 101
"c:\aspirants-nextjs-auth\next.config.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 20
"c:\aspirants-nextjs-auth\package-lock.json", "JSON", 0, 0, 0, 0, 0, 27382, 0, 0, 0, 0, 1, 27383
"c:\aspirants-nextjs-auth\package.json", "JSON", 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 1, 200
"c:\aspirants-nextjs-auth\pnpm-lock.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 4991, 0, 0, 1322, 6313
"c:\aspirants-nextjs-auth\postcss.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\aspirants-nextjs-auth\prettier.config.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"c:\aspirants-nextjs-auth\prisma\seed.ts", "TypeScript", 0, 0, 5891, 0, 0, 0, 0, 0, 0, 0, 5, 5896
"c:\aspirants-nextjs-auth\public\CUET.json", "JSON", 0, 0, 0, 0, 0, 457, 0, 0, 0, 0, 3, 460
"c:\aspirants-nextjs-auth\public\bulb.svg", "XML", 0, 0, 0, 31, 0, 0, 0, 0, 0, 1, 0, 32
"c:\aspirants-nextjs-auth\public\flags\ca.svg", "XML", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\aspirants-nextjs-auth\public\flags\mx.svg", "XML", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 1, 22
"c:\aspirants-nextjs-auth\public\flags\us.svg", "XML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\aspirants-nextjs-auth\public\logs_result.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\aspirants-nextjs-auth\public\mathjax-config.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 14
"c:\aspirants-nextjs-auth\public\next.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\aspirants-nextjs-auth\public\prisma.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\aspirants-nextjs-auth\public\questions.json", "JSON", 0, 0, 0, 0, 0, 275, 0, 0, 0, 0, 1, 276
"c:\aspirants-nextjs-auth\public\teams\catalyst.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\aspirants-nextjs-auth\public\thirteen.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\aspirants-nextjs-auth\public\vercel-logotype.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\aspirants-nextjs-auth\public\vercel.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\aspirants-nextjs-auth\tailwind.config.ts", "TypeScript", 0, 0, 255, 0, 0, 0, 0, 0, 0, 6, 5, 266
"c:\aspirants-nextjs-auth\tsconfig.json", "JSON with Comments", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33
"Total", "-", 43, 33, 9410, 90, 86, 28340, 44019, 5108, 325, 534, 5098, 93086
